cust_id,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,segment
2457,2,86,9948.073933815956,5,2,3,Others
2458,1,91,10812.47249417305,5,3,4,Others
2459,1,101,9916.945980620387,5,4,3,Loyal
2460,18,106,10071.882924413683,3,5,3,Loyal
2461,13,108,14566.498473119736,3,5,5,Loyal
2462,25,94,11329.357491636278,2,3,4,At Risk
2463,23,83,6722.467504739762,2,1,1,Lost
2464,29,91,9476.90400938988,2,2,2,Lost
2465,6,95,11135.566446805,4,3,4,Others
2466,6,97,8891.15596885681,4,4,2,Loyal
2467,15,85,8716.566498947144,3,1,1,Others
2468,32,101,9741.445485210419,2,4,2,Loyal
2469,0,93,11410.788965940475,5,3,4,Others
2470,10,99,11374.619946050645,4,4,4,Champions
2471,3,93,8949.496022033692,5,3,2,Others
2472,9,86,10823.943502664564,4,2,4,Others
2473,0,98,12077.088443946841,5,4,5,Champions
2474,15,84,10071.06802916527,3,1,3,Others
2475,2,94,10898.323012161256,5,3,4,Others
2476,11,88,10495.643942856788,4,2,3,Others
2477,20,94,11549.579046869278,3,3,4,Others
2478,9,82,7272.360518980026,4,1,1,Others
2479,19,104,11301.142564821243,3,5,4,Loyal
2480,8,95,9937.631454396249,4,3,3,Others
2481,6,99,9356.428492689136,4,4,2,Loyal
2482,0,95,10049.0979988575,5,3,3,Others
2483,1,86,11186.32001143694,5,2,4,Others
2484,43,77,8737.11604809761,1,1,1,Lost
2485,44,87,11610.594561815264,1,2,4,At Risk
2486,5,80,6559.375996255875,4,1,1,Others
2487,19,103,11449.925456857682,3,5,4,Loyal
2488,4,86,10119.205469381812,5,2,3,Others
2489,40,95,9449.72654659748,1,3,2,Others
2490,37,81,8795.240014314648,2,1,1,Lost
2491,27,83,7586.553521418572,2,1,1,Lost
2492,64,89,8837.792473411559,1,2,2,Lost
2493,18,87,10230.296989345548,3,2,3,Others
2494,12,99,8716.039433550835,3,4,1,Loyal
2495,18,106,10032.024511003494,3,5,3,Loyal
2496,1,94,8883.979009652136,5,3,2,Others
2497,42,100,10043.281518507003,1,4,3,Loyal
2498,34,102,8334.63949868679,2,5,1,Loyal
2499,50,93,10921.390082669257,1,3,4,At Risk
2500,6,97,9804.877937483787,4,4,2,Loyal
2501,3,88,9959.16446506977,5,2,3,Others
2502,0,90,7867.092476296424,5,2,1,Others
2503,2,83,9480.98002414703,5,1,2,Others
2504,69,104,9142.18652377129,1,5,2,Loyal
2505,35,102,9974.600454258918,2,5,3,Loyal
2506,50,90,10650.152050685887,1,2,3,Lost
2507,14,86,9417.321058940888,3,2,2,Others
2508,5,87,11833.053993749616,4,2,5,Others
2509,35,94,7475.411972570419,2,3,1,Others
2510,25,92,10829.566416072847,2,3,4,At Risk
2511,33,94,7826.7044881343845,2,3,1,Others
2512,12,95,13378.231981897352,3,3,5,Others
2513,3,89,10758.631976270679,5,2,3,Others
2514,6,78,7279.048990297318,4,1,1,Others
2515,5,78,10933.195977687836,4,1,4,Others
2516,30,103,11093.761544561385,2,5,4,Loyal
2517,29,100,10864.8785656929,2,4,4,Loyal
2518,0,109,12491.040943121907,5,5,5,Champions
2519,15,85,8610.618473362923,3,1,1,Others
2520,52,87,11418.72946937084,1,2,4,At Risk
2521,11,107,12372.644997167587,4,5,5,Champions
2522,66,91,10018.324385666845,1,2,3,Lost
2523,2,116,11775.522484445573,5,5,4,Champions
2524,24,110,13232.433053421973,2,5,5,Loyal
2525,0,83,9788.645450448988,5,1,2,Others
2526,3,113,10849.42095890045,5,5,4,Champions
2527,34,97,9996.24846380949,2,4,3,Loyal
2528,4,87,9265.411454916,5,2,2,Others
2529,0,93,9838.293027472497,5,3,3,Others
2530,26,91,8563.073970341684,2,2,1,Lost
2531,14,93,7268.039005112648,3,3,1,Others
2532,41,90,8144.106970739366,1,2,1,Lost
2533,46,93,9857.459993982315,1,3,3,Others
2534,37,110,12382.320545792578,2,5,5,Loyal
2535,41,99,10191.924993610382,1,4,3,Loyal
2536,20,83,9709.01141741276,3,1,2,Others
2537,6,89,9546.852974677086,4,2,2,Others
2538,55,101,10964.621980762484,1,4,4,Loyal
2539,32,99,8910.629451322557,2,4,2,Loyal
2540,44,93,10561.250972366333,1,3,3,Others
2541,0,86,10451.535489034652,5,1,3,Others
2542,40,92,9201.8144500494,1,3,2,Others
2543,8,98,9970.06301343441,4,4,3,Loyal
2544,1,105,10343.926522421838,5,5,3,Loyal
2545,44,99,8876.180993747712,1,4,2,Loyal
2546,45,99,8835.37551727295,1,4,2,Loyal
2547,5,87,10013.002557492258,4,2,3,Others
2548,0,79,8874.250977230073,5,1,2,Others
2549,20,98,10122.64791355133,3,4,3,Loyal
2550,0,105,10255.970524430273,5,5,3,Loyal
2551,49,94,11232.2564357996,1,3,4,At Risk
2552,0,95,11389.057426118852,5,3,4,Others
2553,49,90,9340.179907083511,1,2,2,Lost
2554,51,93,8641.122963619231,1,3,1,Others
2555,7,92,10565.393991065024,4,3,3,Others
2556,23,89,9826.676991558075,2,2,2,Lost
2557,21,91,10575.301469302178,3,2,3,Others
2558,3,83,8009.514997577666,5,1,1,Others
2559,6,93,8710.292548394204,4,3,1,Others
2560,5,99,10549.53798761368,4,4,3,Loyal
2561,54,72,8373.710027456284,1,1,1,Lost
2562,12,88,8026.658490109443,3,2,1,Others
2563,50,80,6822.5404784441,1,1,1,Lost
2564,57,81,8370.543923759462,1,1,1,Lost
2565,11,85,9131.781524705886,3,1,2,Others
2566,20,87,9061.282458138467,3,2,2,Others
2567,38,91,8444.912998354434,2,2,1,Lost
2568,6,104,13868.475982952119,4,5,5,Champions
2569,2,107,11642.173488307,5,5,4,Champions
2570,8,90,11304.981065511705,4,2,4,Others
2571,67,83,8573.49495663643,1,1,1,Lost
2572,9,96,9711.363024163244,4,4,2,Loyal
2573,24,103,11224.081485056877,2,5,4,Loyal
2574,23,103,13727.901895380019,2,5,5,Loyal
2575,15,98,11468.781097674371,3,4,4,Loyal
2576,71,93,11049.754970645903,1,3,4,At Risk
2577,3,87,7878.21399438381,5,2,1,Others
2578,35,118,13842.59149949551,2,5,5,Loyal
2579,51,100,11340.977554559706,1,4,4,Loyal
2580,10,88,7757.682986164091,4,2,1,Others
2581,4,104,10890.285022783279,5,5,4,Champions
2582,19,95,11587.703053736686,3,3,4,Others
2583,30,98,9068.224921512603,2,4,2,Loyal
2584,2,99,12222.668906140329,5,4,5,Champions
2585,61,81,10796.603024697304,1,1,4,At Risk
2586,59,91,10060.53398900032,1,2,3,Lost
2587,95,81,10566.917504549026,1,1,3,Lost
2588,4,90,7756.882006704806,5,2,1,Others
2589,67,80,9026.122044444082,1,1,2,Lost
2590,0,93,10014.426998448373,5,3,3,Others
2591,2,99,13975.781921195983,5,4,5,Champions
2592,19,97,11519.88053367138,3,4,4,Loyal
2593,12,114,9920.959438729285,3,5,3,Loyal
2594,27,106,12031.957518172263,2,5,5,Loyal
2595,12,115,11212.284988045694,3,5,4,Loyal
2596,19,90,10594.550521898269,3,2,3,Others
2597,55,73,10183.235550546646,1,1,3,Lost
2598,19,89,11120.914998435974,3,2,4,Others
2599,24,82,10483.727041602135,2,1,3,Lost
2600,3,83,6967.185025691986,5,1,1,Others
2601,25,85,9461.164517307283,2,1,2,Lost
2602,49,94,10243.099917078018,1,3,3,Others
2603,19,90,11184.492015123367,3,2,4,Others
2604,7,102,13938.971003460882,4,5,5,Champions
2605,8,84,8974.750477695465,4,1,2,Others
2606,86,79,8111.987988066671,1,1,1,Lost
2607,8,93,8863.864488983154,4,3,2,Others
2608,19,95,10763.919028329847,3,3,4,Others
2609,30,104,12896.73651957512,2,5,5,Loyal
2610,23,98,11294.63952138424,2,4,4,Loyal
2611,4,92,9891.643487644194,5,3,3,Others
2612,36,115,14848.528955173491,2,5,5,Loyal
2613,26,107,12985.907049512864,2,5,5,Loyal
2614,32,93,11494.798568844797,2,3,4,At Risk
2615,0,103,10943.265481555462,5,5,4,Champions
2616,20,88,10765.412511730196,3,2,4,Others
2617,78,86,9531.306985139845,1,2,2,Lost
2618,17,106,10550.8120016098,3,5,3,Loyal
2619,11,98,8169.922025823593,4,4,1,Loyal
2620,16,103,10671.718932366375,3,5,3,Loyal
2621,2,91,11442.317057442666,5,3,4,Others
2622,54,90,11175.667966604235,1,2,4,At Risk
2623,90,81,7988.29251885414,1,1,1,Lost
2624,62,100,11121.914525103573,1,4,4,Loyal
2625,2,99,14355.126998519896,5,4,5,Champions
2626,33,80,8256.511477518081,2,1,1,Lost
2627,13,91,10301.706465119125,3,3,3,Others
2628,13,99,11957.385965692994,3,4,5,Loyal
2629,6,93,10623.285004377363,4,3,3,Others
2630,20,95,11154.015989589692,3,3,4,Others
2631,0,110,10065.6509247303,5,5,3,Loyal
2632,39,100,10050.988478136065,1,4,3,Loyal
2633,20,101,10526.307466936114,3,4,3,Loyal
2634,14,88,9624.259016275408,3,2,2,Others
2635,3,108,10410.212992477416,5,5,3,Loyal
2636,18,110,15587.0068782568,3,5,5,Loyal
2637,82,85,9725.400868749619,1,1,2,Lost
2638,19,94,12214.044528484344,3,3,5,Others
2639,6,96,10894.85046854019,4,4,4,Champions
2640,0,92,10766.487000799178,5,3,4,Others
2641,17,85,9606.861468601226,3,1,2,Others
2642,96,98,11839.628466510772,1,4,5,Loyal
2643,1,96,10769.219004797938,5,3,4,Others
2644,13,98,10348.313993334768,3,4,3,Loyal
2645,1,100,9522.673968219755,5,4,2,Loyal
2646,54,100,9722.331493139269,1,4,2,Loyal
2647,54,62,6012.8730867862705,1,1,1,Lost
2648,27,86,10133.24155460596,2,2,3,Lost
2649,2,102,11691.412513113022,5,5,4,Champions
2650,10,110,12079.15999727249,4,5,5,Champions
2651,5,86,8357.86346361637,4,2,1,Others
2652,18,117,12100.211940312387,3,5,5,Loyal
2653,32,96,10363.677950644495,2,4,3,Loyal
2654,34,86,8752.924510025978,2,2,1,Lost
2655,4,102,9103.166943836213,5,5,2,Loyal
2656,14,86,7918.868503713607,3,2,1,Others
2657,14,87,6964.041440796852,3,2,1,Others
2658,17,99,8615.154962968829,3,4,1,Loyal
2659,12,117,12385.963009679317,3,5,5,Loyal
2660,64,91,8021.371494722366,1,2,1,Lost
2661,57,91,9725.048450303078,1,2,2,Lost
2662,75,101,11816.337562799454,1,4,4,Loyal
2663,8,87,8040.1780009269705,4,2,1,Others
2664,21,94,11359.585983908179,3,3,4,Others
2665,6,102,9301.108985424042,4,5,2,Loyal
2666,63,83,9597.258951330185,1,1,2,Lost
2667,21,114,11949.407401275635,3,5,5,Loyal
2668,19,87,9869.80944156647,3,2,3,Others
2669,5,103,10832.723001074792,4,5,4,Champions
2670,13,93,11633.951112675666,3,3,4,Others
2671,23,89,9862.579487895966,2,2,3,Lost
2672,16,79,8279.467495083809,3,1,1,Others
2673,20,98,11643.955971360207,3,4,4,Loyal
2674,43,102,9308.071955657004,1,5,2,Loyal
2675,35,90,10844.37205104828,2,2,4,At Risk
2676,8,76,8813.987474536894,4,1,1,Others
2677,8,99,11641.195420968532,4,4,4,Champions
2678,48,104,10641.998594641684,1,5,3,Loyal
2679,59,105,13264.856028699875,1,5,5,Loyal
2680,38,98,10704.452036261559,2,4,3,Loyal
2681,56,83,8601.949965000153,1,1,1,Lost
2682,1,96,11888.98099284172,5,3,5,Others
2683,1,83,10572.916906642913,5,1,3,Others
2684,17,97,11104.482501673692,3,4,4,Loyal
2685,21,91,9663.504513335225,3,2,2,Others
2686,10,83,8983.324501371382,4,1,2,Others
2687,6,87,10692.03153152466,4,2,3,Others
2688,0,91,11610.77148323059,5,3,4,Others
2689,5,81,9184.01048567295,4,1,2,Others
2690,51,103,8771.355493021008,1,5,1,Loyal
2691,47,105,11447.503526616098,1,5,4,Loyal
2692,27,90,11710.292500972746,2,2,4,At Risk
2693,3,81,7467.750004673005,5,1,1,Others
2694,53,81,10292.905452585217,1,1,3,Lost
2695,8,104,9894.902491188051,4,5,3,Loyal
2696,10,88,8717.06505832672,4,2,1,Others
2697,4,83,8300.81100113392,5,1,1,Others
2698,15,111,10248.83748719692,3,5,3,Loyal
2699,7,97,8987.717952466011,4,4,2,Loyal
2700,24,106,10404.738456487654,2,5,3,Loyal
2701,2,82,9724.924453473091,5,1,2,Others
2702,32,99,9892.160511398317,2,4,3,Loyal
2703,7,85,7812.18399271965,4,1,1,Others
2704,9,84,9434.551503562927,4,1,2,Others
2705,1,85,9048.142931556702,5,1,2,Others
2706,45,92,9672.673992562297,1,3,2,Others
2707,3,90,8637.095471811295,5,2,1,Others
2708,3,105,11338.287493848802,5,5,4,Champions
2709,20,111,9703.92445602417,3,5,2,Loyal
2710,16,101,9924.492489099503,3,4,3,Loyal
2711,8,103,11956.425014734272,4,5,5,Champions
2712,75,100,8937.06949663162,1,4,2,Loyal
2713,3,104,10731.543989586831,5,5,3,Loyal
2714,2,96,12220.42093987465,5,3,5,Others
2715,45,90,10795.997937345506,1,2,4,At Risk
2716,3,105,9700.183071660995,5,5,2,Loyal
2717,9,110,13494.230957365035,4,5,5,Champions
2718,48,88,10317.66943426132,1,2,3,Lost
2719,25,89,9518.271993923187,2,2,2,Lost
2720,52,92,10619.551003742217,1,3,3,Others
2721,11,95,7722.546001660824,4,3,1,Others
2722,1,102,9343.279484534263,5,5,2,Loyal
2723,15,90,9317.339059114454,3,2,2,Others
2724,6,87,8234.92453482151,4,2,1,Others
2725,15,93,8901.600443053247,3,3,2,Others
2726,71,88,9326.088955116273,1,2,2,Lost
2727,123,101,12814.24893758297,1,4,5,Loyal
2728,18,94,10112.055989980698,3,3,3,Others
2729,1,103,11003.148518276215,5,5,4,Champions
2730,17,112,12363.076520228386,3,5,5,Loyal
2731,3,92,11069.02450890541,5,3,4,Others
2732,4,85,8937.17948331833,5,1,2,Others
2733,0,98,8807.791948723792,5,4,1,Loyal
2734,38,92,12038.9794626236,2,3,5,At Risk
2735,13,98,9939.175518369675,3,4,3,Loyal
2736,0,95,9563.350945401191,5,3,2,Others
2737,0,100,11827.400997495653,5,4,5,Champions
2738,2,99,9415.246925520898,5,4,2,Loyal
2739,14,78,10064.893934226036,3,1,3,Others
2740,42,104,13660.440994954111,1,5,5,Loyal
2741,20,90,10312.618409967423,3,2,3,Others
2742,25,93,9388.238478350639,2,3,2,Others
2743,0,91,10080.683577919008,5,3,3,Others
2744,21,92,13290.697977256776,3,3,5,Others
2745,66,85,9588.523028874399,1,1,2,Lost
2746,13,89,8264.319522380829,3,2,1,Others
2747,34,88,10250.496509528164,2,2,3,Lost
2748,45,89,8249.069514155388,1,2,1,Lost
2749,39,99,8662.266532707217,1,4,1,Loyal
2750,15,92,7609.344505095482,3,3,1,Others
2751,19,112,10052.534514236451,3,5,3,Loyal
2752,11,79,8634.81597146988,4,1,1,Others
2753,29,78,8556.203524112701,2,1,1,Lost
2754,2,93,10293.015566909311,5,3,3,Others
2755,13,100,11496.2965054512,3,4,4,Loyal
2756,13,104,9945.75647468567,3,5,3,Loyal
2757,26,97,10562.024576115607,2,4,3,Loyal
2758,67,92,13487.412506818771,1,3,5,At Risk
2759,0,109,12187.905946278572,5,5,5,Champions
2760,9,88,9299.80042490959,4,2,2,Others
2761,9,88,8985.677944898607,4,2,2,Others
2762,29,97,11321.191025662423,2,4,4,Loyal
2763,55,80,7455.719014549256,1,1,1,Lost
2764,35,97,10569.470548152924,2,4,3,Loyal
2765,5,94,10733.255050301554,4,3,3,Others
2766,8,105,9412.405904150011,4,5,2,Loyal
2767,18,84,8727.121957731246,3,1,1,Others
2768,22,85,6210.217517507077,3,1,1,Others
2769,24,93,8983.208998727798,2,3,2,Others
2770,27,87,9407.662467098235,2,2,2,Lost
2771,5,106,15435.26450881958,4,5,5,Champions
2772,63,95,9934.61048512459,1,3,3,Others
2773,24,90,9316.753987312319,2,2,2,Lost
2774,37,96,13105.106578159332,2,4,5,Loyal
2775,28,98,11576.603088879587,2,4,4,Loyal
2776,40,87,9996.89806292057,1,2,3,Lost
2777,7,98,9528.348969507217,4,4,2,Loyal
2778,39,99,10167.338482928277,1,4,3,Loyal
2779,23,111,10394.414052188398,2,5,3,Loyal
2780,70,88,10330.767008686067,1,2,3,Lost
2781,15,103,12005.03098137379,3,5,5,Loyal
2782,19,92,10482.182519841195,3,3,3,Others
2783,8,101,13600.97097091675,4,4,5,Champions
2784,10,104,9790.097968864442,4,5,2,Loyal
2785,56,83,8982.044546413423,1,1,2,Lost
2786,32,100,10068.856419897078,2,4,3,Loyal
2787,24,90,10221.817028236388,2,2,3,Lost
2788,3,96,9070.43150076866,5,3,2,Others
2789,17,81,9125.025506544112,3,1,2,Others
2790,30,95,9449.583471536638,2,3,2,Others
2791,8,97,11121.88699734211,4,4,4,Champions
2792,12,109,12585.574017238616,3,5,5,Loyal
2793,10,99,11290.053984212875,4,4,4,Champions
2794,11,97,9431.794383096696,3,4,2,Loyal
2795,4,96,7381.6509618759155,5,3,1,Others
2796,46,106,12697.738030004502,1,5,5,Loyal
2797,30,100,11488.822022175791,2,4,4,Loyal
2798,8,105,11127.837969255448,4,5,4,Champions
2799,34,86,10311.764474368094,2,2,3,Lost
2800,10,102,12094.418499970438,4,5,5,Champions
2801,8,101,10244.128905439376,4,4,3,Loyal
2802,16,102,10149.625485408305,3,5,3,Loyal
2803,21,95,9350.59746527672,3,3,2,Others
2804,1,109,15753.24092268944,5,5,5,Champions
2805,6,92,11562.25041809082,4,3,4,Others
2806,67,94,12036.203419256211,1,3,5,At Risk
2807,77,95,14018.20359659195,1,3,5,At Risk
2808,29,101,11388.286446332933,2,4,4,Loyal
2809,46,102,12700.707035684587,1,5,5,Loyal
2810,4,81,8886.429956674578,5,1,2,Others
2811,19,82,9649.554053831098,3,1,2,Others
2812,16,97,13258.15894203186,3,4,5,Loyal
2813,6,108,12302.575445580484,4,5,5,Champions
2814,0,92,9641.139519548417,5,3,2,Others
2815,9,98,11553.850053334238,4,4,4,Champions
2816,13,95,9253.47899864912,3,3,2,Others
2817,32,85,10511.789983224868,2,1,3,Lost
2818,20,78,9174.850969862937,3,1,2,Others
2819,23,101,11035.67398798466,2,4,4,Loyal
2820,4,110,11923.761556315421,5,5,5,Champions
2821,27,84,10040.21692175865,2,1,3,Lost
2822,50,88,8893.951975417136,1,2,2,Lost
2823,38,107,11109.869404315948,2,5,4,Loyal
2824,3,92,11414.169508147239,5,3,4,Others
2825,22,93,11350.624950981142,2,3,4,At Risk
2826,5,95,9746.352056980133,4,3,2,Others
2827,45,90,9808.01105082035,1,2,2,Lost
2828,12,94,10289.115507102011,3,3,3,Others
2829,27,87,7854.9535113096235,2,2,1,Lost
2830,20,112,11194.561564493179,3,5,4,Loyal
2831,12,92,10844.22847559452,3,3,4,Others
2832,0,111,13474.945986557006,5,5,5,Champions
2833,1,110,10327.560009741786,5,5,3,Loyal
2834,29,106,14414.872029161457,2,5,5,Loyal
2835,0,88,8884.198469495772,5,2,2,Others
2836,5,82,8661.88594353199,4,1,1,Others
2837,18,82,8500.08603591919,3,1,1,Others
2838,0,95,11202.278499913215,5,3,4,Others
2839,1,109,11169.126427030567,5,5,4,Champions
2840,4,102,11276.573506355287,5,5,4,Champions
2841,6,106,10886.383949136734,4,5,4,Champions
2842,0,104,12274.538455486298,5,5,5,Champions
2843,2,86,12307.082467293738,5,2,5,Others
2844,48,87,12068.424468827247,1,2,5,At Risk
2845,45,80,8489.36644682884,1,1,1,Lost
2846,2,97,11274.68196258545,5,4,4,Champions
2847,49,81,10058.072031259537,1,1,3,Lost
2848,22,99,10515.604632782935,2,4,3,Loyal
2849,1,105,12863.894028425215,5,5,5,Champions
2850,0,95,10516.901060950757,5,3,3,Others
2851,25,88,10063.48547539711,2,2,3,Lost
2852,17,103,10947.08851739168,3,5,4,Loyal
2853,37,115,10085.090478014947,2,5,3,Loyal
2854,13,85,7677.7745403528215,3,1,1,Others
2855,78,90,8943.563425421717,1,2,2,Lost
2856,4,103,11115.649968981745,5,5,4,Champions
2857,19,104,10045.669504117965,3,5,3,Loyal
2858,89,83,10288.353979969024,1,1,3,Lost
2859,27,78,7014.535483980179,2,1,1,Lost
2860,1,85,12227.141511821746,5,1,5,Others
2861,15,93,9516.70151491165,3,3,2,Others
2862,58,83,9766.644478201868,1,1,2,Lost
2863,9,85,8351.319030046463,4,1,1,Others
2864,31,98,8997.326478385927,2,4,2,Loyal
2865,5,105,8840.904986715317,4,5,2,Loyal
2866,4,76,9848.250540161132,5,1,3,Others
2867,15,89,9436.281002092363,3,2,2,Others
2868,5,99,11512.802006244661,4,4,4,Champions
2869,67,91,12747.415528249743,1,2,5,At Risk
2870,0,101,10016.836983728408,5,5,3,Loyal
2871,26,92,9470.172465133664,2,3,2,Others
2872,18,96,8912.547490835188,3,4,2,Loyal
2873,3,102,9005.953484201431,5,5,2,Loyal
2874,19,96,11294.212036287785,3,4,4,Loyal
2875,0,84,8757.007973003387,5,1,1,Others
2876,3,97,9391.449451637269,5,4,2,Loyal
2877,19,96,11111.60497450829,3,4,4,Loyal
2878,3,90,10129.683973407746,5,2,3,Others
2879,29,82,7679.528010106086,2,1,1,Lost
2880,1,99,11010.167016601561,5,4,4,Champions
2881,39,92,9432.643011283875,1,3,2,Others
2882,6,96,10342.137985777854,4,4,3,Loyal
2883,80,86,9742.40096628666,1,2,2,Lost
2884,19,98,10647.572919034958,3,4,3,Loyal
2885,54,89,9711.251980304718,1,2,2,Lost
2886,0,80,6894.4980009794235,5,1,1,Others
2887,4,102,12113.235541152955,5,5,5,Champions
2888,59,97,8648.511982822418,1,4,1,Loyal
2889,1,94,7858.805479574203,5,3,1,Others
2890,2,96,7678.93501110077,5,3,1,Others
2891,102,101,9917.010047864915,1,4,3,Loyal
2892,5,97,11851.91849102974,4,4,5,Champions
2893,76,84,10160.794071722032,1,1,3,Lost
2894,19,97,9820.774005460738,3,4,2,Loyal
2895,42,95,15180.69337544441,1,3,5,At Risk
2896,25,90,7942.15497136116,2,2,1,Lost
2897,27,99,10321.432508945463,2,4,3,Loyal
2898,75,93,11536.381433010105,1,3,4,At Risk
2899,24,100,12961.290513324733,2,4,5,Loyal
2900,18,103,13254.596494197845,3,5,5,Loyal
2901,3,88,9355.283044958116,5,2,2,Others
2902,49,87,11440.947009444239,1,2,4,At Risk
2903,17,81,11523.882954549788,3,1,4,Others
2904,0,88,8770.855545926093,5,2,1,Others
2905,32,85,11607.612041044236,2,1,4,At Risk
2906,23,76,11054.569419240952,2,1,4,At Risk
2907,12,93,9483.05186085701,3,3,2,Others
2908,26,88,8565.69398229122,2,2,1,Lost
2909,18,97,8276.774505901336,3,4,1,Loyal
2910,53,91,11050.58150343895,1,2,4,At Risk
2911,7,91,12123.794000935553,4,3,5,Others
2912,14,85,6896.71898458004,3,1,1,Others
2913,108,97,9976.886967658997,1,4,3,Loyal
2914,17,92,11017.851471710203,3,3,4,Others
2915,33,80,9516.932039928435,2,1,2,Lost
2916,14,87,9109.616956996919,3,2,2,Others
2917,6,74,7195.692031490804,4,1,1,Others
2918,21,101,11318.660494065285,3,4,4,Loyal
2919,56,94,13317.819923877716,1,3,5,At Risk
2920,39,93,8224.86999695301,1,3,1,Others
2921,5,98,10990.362523674967,4,4,4,Champions
2922,46,81,8267.066945171358,1,1,1,Lost
2923,12,114,15423.035971331596,3,5,5,Loyal
2924,28,89,10192.642462253572,2,2,3,Lost
2925,34,103,12771.364481484892,2,5,5,Loyal
2926,6,85,7126.819010734558,4,1,1,Others
2927,88,80,13685.835548210141,1,1,5,At Risk
2928,0,91,7577.657508277891,5,3,1,Others
2929,62,86,9552.378912115097,1,2,2,Lost
2930,6,99,13193.056548690796,4,4,5,Champions
2931,0,92,8351.018019104004,5,3,1,Others
2932,3,84,8322.352516686919,5,1,1,Others
2933,3,82,9598.508591747284,5,1,2,Others
2934,46,86,12523.866967773436,1,2,5,At Risk
2935,8,84,10560.994035243988,4,1,3,Others
2936,1,91,8678.847398233414,5,3,1,Others
2937,56,95,9411.520054674149,1,3,2,Others
2938,21,92,12116.738480424881,3,3,5,Others
2939,11,91,12578.18749666214,4,3,5,Others
2940,17,93,9377.823510122298,3,3,2,Others
2941,57,80,9154.6734739542,1,1,2,Lost
2942,24,91,8215.936898612974,2,2,1,Lost
2943,5,83,9236.831022560596,4,1,2,Others
2944,19,95,10269.669991636278,3,3,3,Others
2945,0,99,9527.55497174263,5,4,2,Loyal
2946,1,91,10514.232024645808,5,3,3,Others
2947,0,96,9627.481535935402,5,3,2,Others
2948,5,88,9488.763521003722,4,2,2,Others
2949,3,98,11913.512032520774,5,4,5,Champions
2950,145,95,8673.087049460411,1,3,1,Others
2951,46,116,12859.601988315586,1,5,5,Loyal
2952,48,98,11714.409408164023,1,4,4,Loyal
2953,36,83,12204.34054903984,2,1,5,At Risk
2954,11,98,10308.641937017439,4,4,3,Loyal
2955,12,89,9865.958022761346,3,2,3,Others
2956,24,98,10816.721993064879,2,4,4,Loyal
2957,63,78,7860.152008724212,1,1,1,Lost
2958,8,73,7243.447961997984,4,1,1,Others
2959,3,106,10540.676002717018,5,5,3,Loyal
2960,31,96,8215.562995028495,2,4,1,Loyal
2961,23,88,7461.733930778504,2,2,1,Lost
2962,67,101,11824.798573803902,1,4,5,Loyal
2963,73,90,9871.096971714496,1,2,3,Lost
2964,23,81,6149.059975123404,2,1,1,Lost
2965,2,100,12521.592438459396,5,4,5,Champions
2966,38,83,10606.524449634553,2,1,3,Lost
2967,1,98,12129.662999486924,5,4,5,Champions
2968,20,104,12950.983964920046,3,5,5,Loyal
2969,67,65,9240.779458165169,1,1,2,Lost
2970,32,94,10007.524058914187,2,3,3,Others
2971,3,101,13880.266026639936,5,4,5,Champions
2972,33,95,8911.480502939225,2,3,2,Others
2973,39,85,11401.584562849996,1,1,4,At Risk
2974,18,97,10576.277496671677,3,4,3,Loyal
2975,20,103,13560.345074427129,3,5,5,Loyal
2976,9,100,10329.67749452591,4,4,3,Loyal
2977,4,112,14353.74696842432,5,5,5,Champions
2978,8,90,9796.778435993194,4,2,2,Others
2979,28,93,11707.219510316849,2,3,4,At Risk
2980,50,108,11119.200506544115,1,5,4,Loyal
2981,12,80,10299.610462498664,3,1,3,Others
2982,39,91,12489.815428566933,1,2,5,At Risk
2983,18,92,12284.472502422335,3,3,5,Others
2984,3,105,10366.839006471633,5,5,3,Loyal
2985,10,99,10833.089014220237,4,4,4,Champions
2986,13,105,12677.360018634796,3,5,5,Loyal
2987,20,97,12193.83095359802,3,4,5,Loyal
2988,7,97,9568.310512602327,4,4,2,Loyal
2989,6,107,11504.882045602799,4,5,4,Champions
2990,47,88,9530.358518671988,1,2,2,Lost
2991,6,84,9857.620508670805,4,1,3,Others
2992,7,84,12174.109888172148,4,1,5,Others
2993,25,83,6028.215951311587,2,1,1,Lost
2994,54,91,9650.751419639588,1,2,2,Lost
2995,4,103,10518.529535102844,5,5,3,Loyal
2996,26,82,8760.751036143303,2,1,1,Lost
2997,1,83,9031.56297595501,5,1,2,Others
2998,10,78,7801.125020098687,4,1,1,Others
2999,57,96,10961.184452295305,1,4,4,Loyal
3000,10,87,8127.72847880125,4,2,1,Others
3001,1,91,10140.104557657243,5,3,3,Others
3002,9,107,11380.231949329378,4,5,4,Champions
3003,8,86,11157.140992307663,4,2,4,Others
3004,66,88,11643.525429201125,1,2,4,At Risk
3005,32,86,9224.616960048677,2,2,2,Lost
3006,18,82,9372.321502637864,3,1,2,Others
3007,9,95,12508.3729701519,4,3,5,Others
3008,47,111,9888.739948415756,1,5,3,Loyal
3009,33,94,10249.285452342034,2,3,3,Others
3010,25,116,12991.816856193542,2,5,5,Loyal
3011,51,94,9303.870059394838,1,3,2,Others
3012,40,101,7585.909934735298,1,4,1,Loyal
3013,27,85,11935.604057049748,2,1,5,At Risk
3014,16,93,10652.456048870086,3,3,3,Others
